file_path,depth,file_name,file_ext,width,height,num_pixels,phash,aspect_ratio,class,species
Classes/conditionally_edible/Suillus/154_y7x1fEEtbQE.jpg,3,154_y7x1fEEtbQE,jpg,800,600,480000,800e1ff137de85c3,1.3333333333333333,conditionally_edible,Suillus
Classes/conditionally_edible/Evernia prunastri/10690medium.jpg,3,10690medium,jpg,500,375,187500,800e7f75395073b5,1.3333333333333333,conditionally_edible,Evernia prunastri
Classes/conditionally_edible/Trametes hirsuta/28786medium.jpg,3,28786medium,jpg,500,375,187500,800f377a4f6193d5,1.3333333333333333,conditionally_edible,Trametes hirsuta
Classes/conditionally_edible/Parmelia sulcata/35743medium.jpg,3,35743medium,jpg,375,500,187500,8013634bbc763cdb,0.75,conditionally_edible,Parmelia sulcata
Classes/conditionally_edible/Hypogymnia physodes/27859medium.jpeg,3,27859medium,jpeg,500,333,166500,80142bba76fd5a69,1.5015015015015014,conditionally_edible,Hypogymnia physodes
Classes/conditionally_edible/Trametes versicolor/29744medium.jpg,3,29744medium,jpg,500,374,187000,8014eb3cdc0b6fcb,1.3368983957219251,conditionally_edible,Trametes versicolor
Classes/poisonous/Paralepistopsis_amoenolens/Paralepistopsis_amoenolens20.png,3,Paralepistopsis_amoenolens20,png,252,200,50400,80168f0df679da1b,1.26,poisonous,Paralepistopsis_amoenolens
Classes/conditionally_edible/Phaeophyscia orbicularis/21053medium.jpeg,3,21053medium,jpeg,375,500,187500,80173f1fa9f0d09b,0.75,conditionally_edible,Phaeophyscia orbicularis
Classes/edible/Hericium coralloides/11971medium.jpg,3,11971medium,jpg,500,500,250000,80175c7e02167efe,1.0,edible,Hericium coralloides
Classes/edible/Chroogomphus/Chroogomphus32.png,3,Chroogomphus32,png,259,194,50246,801773dc9c6743e3,1.3350515463917525,edible,Chroogomphus
Classes/conditionally_edible/Ganoderma applanatum/24041medium.jpeg,3,24041medium,jpeg,500,330,165000,80183b63deb9b36a,1.5151515151515151,conditionally_edible,Ganoderma applanatum
Classes/conditionally_edible/Parmelia sulcata/36636medium.jpg,3,36636medium,jpg,375,500,187500,8018645dcff9754b,0.75,conditionally_edible,Parmelia sulcata
Classes/poisonous/Amanita pantherina/462medium.jpeg,3,462medium,jpeg,375,500,187500,801a1f677139dada,0.75,poisonous,Amanita pantherina
Classes/edible/Pleurotus pulmonarius/24541medium.jpeg,3,24541medium,jpeg,500,333,166500,801b7f61656ddc34,1.5015015015015014,edible,Pleurotus pulmonarius
Classes/edible/Platismatia glauca/23904medium.jpeg,3,23904medium,jpeg,281,500,140500,801be43427d9f1e7,0.562,edible,Platismatia glauca
Classes/conditionally_edible/Phaeophyscia orbicularis/20893medium.jpg,3,20893medium,jpg,281,500,140500,801d3dcba334cbea,0.562,conditionally_edible,Phaeophyscia orbicularis
Classes/conditionally_edible/Trichaptum biforme/30757medium.jpg,3,30757medium,jpg,500,375,187500,801e3be19dc3cc37,1.3333333333333333,conditionally_edible,Trichaptum biforme
Classes/edible/Cortinarius_variicolor/Cortinarius_variicolor16.png,3,Cortinarius_variicolor16,png,273,185,50505,801e7a306b49dbbb,1.4756756756756757,edible,Cortinarius_variicolor
Classes/conditionally_edible/Hypogymnia physodes/28270medium.jpg,3,28270medium,jpg,500,375,187500,801ef6e971c01ddb,1.3333333333333333,conditionally_edible,Hypogymnia physodes
Classes/edible/Calvatia_gigantea/Calvatia_gigantea13.png,3,Calvatia_gigantea13,png,100,100,10000,801f1f3f78707073,1.0,edible,Calvatia_gigantea
Classes/conditionally_edible/Cantharellus cibarius/4007medium.jpg,3,4007medium,jpg,500,333,166500,801f33caf90b732e,1.5015015015015014,conditionally_edible,Cantharellus cibarius
Classes/edible/Cyclocybe_aegerita/Cyclocybe_aegerita14.png,3,Cyclocybe_aegerita14,png,225,224,50400,801f3bf09770c79c,1.0044642857142858,edible,Cyclocybe_aegerita
Classes/poisonous/Lactarius_chrysorrheus/Lactarius_chrysorrheus3.png,3,Lactarius_chrysorrheus3,png,100,100,10000,801f5e7f30716173,1.0,poisonous,Lactarius_chrysorrheus
Classes/conditionally_edible/Mushrooms/Amanita/546_UcgU_Y5NMHo.jpg,4,546_UcgU_Y5NMHo,jpg,800,600,480000,801f972fdd1434f4,1.3333333333333333,conditionally_edible,Amanita
Classes/conditionally_edible/Laetiporus sulphureus/30843medium.jpg,3,30843medium,jpg,375,500,187500,801fa5c32fe2e587,0.75,conditionally_edible,Laetiporus sulphureus
Classes/conditionally_edible/Phaeophyscia orbicularis/20939medium.jpg,3,20939medium,jpg,500,334,167000,80202f9fdf9a61ce,1.497005988023952,conditionally_edible,Phaeophyscia orbicularis
Classes/edible/Kuehneromyces mutabilis/13967medium.jpeg,3,13967medium,jpeg,500,375,187500,8021f5f71ff0648e,1.3333333333333333,edible,Kuehneromyces mutabilis
Classes/conditionally_edible/Fomitopsis betulina/17358medium.jpeg,3,17358medium,jpeg,225,500,112500,80227b1f86676da7,0.45,conditionally_edible,Fomitopsis betulina
Classes/conditionally_edible/Imleria badia/13149medium.jpeg,3,13149medium,jpeg,375,500,187500,80267df20df9c61d,0.75,conditionally_edible,Imleria badia
Classes/poisonous/Xanthoria parietina/43502medium.jpeg,3,43502medium,jpeg,500,233,116500,8026ff783da08377,2.1459227467811157,poisonous,Xanthoria parietina
Classes/edible/Tremella_fuciformis/Tremella_fuciformis6.png,3,Tremella_fuciformis6,png,100,100,10000,80292b7c3f3f3692,1.0,edible,Tremella_fuciformis
Classes/poisonous/Xanthoria parietina/40165medium.jpeg,3,40165medium,jpeg,500,410,205000,80295ecdaf72ed90,1.2195121951219512,poisonous,Xanthoria parietina
Classes/poisonous/Calycina citrina/2594medium.jpeg,3,2594medium,jpeg,500,500,250000,8029e24b5ab56fb6,1.0,poisonous,Calycina citrina
Classes/conditionally_edible/Clitocybe nebularis/6168medium.jpg,3,6168medium,jpg,500,375,187500,802a2359afafbe26,1.3333333333333333,conditionally_edible,Clitocybe nebularis
Classes/poisonous/Armillaria_mellea/Armillaria_mellea9.png,3,Armillaria_mellea9,png,100,100,10000,802b3fb233d25d8d,1.0,poisonous,Armillaria_mellea
Classes/conditionally_edible/Laetiporus sulphureus/30144medium.jpg,3,30144medium,jpg,375,500,187500,802c3ff0e0de0f37,0.75,conditionally_edible,Laetiporus sulphureus
Classes/conditionally_edible/Fomitopsis pinicola/23867medium.jpeg,3,23867medium,jpeg,500,375,187500,802e3ccb71fb32d8,1.3333333333333333,conditionally_edible,Fomitopsis pinicola
Classes/poisonous/Xanthoria parietina/40247medium.jpeg,3,40247medium,jpeg,231,500,115500,802edc1cc5ef68b5,0.462,poisonous,Xanthoria parietina
Classes/conditionally_edible/Tricholomopsis rutilans/31204medium.jpg,3,31204medium,jpg,500,375,187500,802f34d2a95cbff0,1.3333333333333333,conditionally_edible,Tricholomopsis rutilans
Classes/conditionally_edible/Trametes hirsuta/28660medium.jpg,3,28660medium,jpg,375,500,187500,802f4f3479544ddb,0.75,conditionally_edible,Trametes hirsuta
Classes/edible/Platismatia glauca/23558medium.jpg,3,23558medium,jpg,375,500,187500,802f731ecfe0d664,0.75,edible,Platismatia glauca
Classes/conditionally_edible/Boletus reticulatus/2060medium.jpg,3,2060medium,jpg,375,500,187500,802fa4641bd997cf,0.75,conditionally_edible,Boletus reticulatus
Classes/edible/Crucibulum laeve/8099medium.jpeg,3,8099medium,jpeg,500,375,187500,8033d1bb61cbad4e,1.3333333333333333,edible,Crucibulum laeve
Classes/conditionally_edible/Nectria cinnabarina/19135medium.jpg,3,19135medium,jpg,500,428,214000,8035c6e4f3792e0f,1.1682242990654206,conditionally_edible,Nectria cinnabarina
Classes/conditionally_edible/Fomitopsis betulina/17389medium.jpeg,3,17389medium,jpeg,375,500,187500,80373f6870f28dcb,0.75,conditionally_edible,Fomitopsis betulina
Classes/poisonous/Xanthoria parietina/40027medium.jpg,3,40027medium,jpg,281,500,140500,8037592f887286ff,0.562,poisonous,Xanthoria parietina
Classes/edible/Coprinellus micaceus/7553medium.jpg,3,7553medium,jpg,500,375,187500,80376a2bc5cc769e,1.3333333333333333,edible,Coprinellus micaceus
Classes/edible/Platismatia glauca/23773medium.jpeg,3,23773medium,jpeg,500,375,187500,80381ecef30f7af0,1.3333333333333333,edible,Platismatia glauca
Classes/edible/Schizophyllum commune/37238medium.jpeg,3,37238medium,jpeg,500,500,250000,8038732b9e74667e,1.0,edible,Schizophyllum commune
Classes/conditionally_edible/Hypogymnia physodes/26640medium.jpg,3,26640medium,jpg,375,500,187500,803961c70efb1377,0.75,conditionally_edible,Hypogymnia physodes
Classes/conditionally_edible/Fomitopsis pinicola/19805medium.jpeg,3,19805medium,jpeg,375,500,187500,803a25a775a41efd,0.75,conditionally_edible,Fomitopsis pinicola
Classes/edible/Schizophyllum commune/38104medium.jpg,3,38104medium,jpg,500,375,187500,803a376ef4b0ce47,1.3333333333333333,edible,Schizophyllum commune
Classes/poisonous/Amanita muscaria/604medium.jpg,3,604medium,jpg,500,331,165500,803a62f56e899e9b,1.5105740181268883,poisonous,Amanita muscaria
Classes/conditionally_edible/Fomes fomentarius/16094medium.jpeg,3,16094medium,jpeg,500,446,223000,803a6fc764a3959b,1.1210762331838564,conditionally_edible,Fomes fomentarius
Classes/edible/Hericium coralloides/12012medium.jpeg,3,12012medium,jpeg,375,500,187500,803a7ae1f187971d,0.75,edible,Hericium coralloides
Classes/conditionally_edible/Parmelia sulcata/35831medium.jpg,3,35831medium,jpg,375,500,187500,803a7cf690aedbc1,0.75,conditionally_edible,Parmelia sulcata
Classes/poisonous/Xanthoria parietina/42012medium.jpeg,3,42012medium,jpeg,500,462,231000,803a9ecba375b0d3,1.0822510822510822,poisonous,Xanthoria parietina
Classes/edible/Cerioporus squamosus/8765medium.jpg,3,8765medium,jpg,375,500,187500,803b263cc5b2b73d,0.75,edible,Cerioporus squamosus
Classes/poisonous/Lactarius_helvus/Lactarius_helvus24.png,3,Lactarius_helvus24,png,246,205,50430,803b5d3d7a743ac2,1.2,poisonous,Lactarius_helvus
Classes/conditionally_edible/Inonotus obliquus/28575medium.jpg,3,28575medium,jpg,500,375,187500,803c361f7f7120ee,1.3333333333333333,conditionally_edible,Inonotus obliquus
Classes/conditionally_edible/Mushrooms/Russula/539_3UHRKMLakHE.jpg,4,539_3UHRKMLakHE,jpg,800,600,480000,803c3f2a31a5decb,1.3333333333333333,conditionally_edible,Russula
Classes/conditionally_edible/Fomitopsis betulina/18653medium.jpg,3,18653medium,jpg,375,500,187500,803c3fc348bb6d95,0.75,conditionally_edible,Fomitopsis betulina
Classes/conditionally_edible/Ganoderma applanatum/24468medium.jpeg,3,24468medium,jpeg,281,500,140500,803c3fe2749b923d,0.562,conditionally_edible,Ganoderma applanatum
Classes/conditionally_edible/Fomitopsis pinicola/23848medium.jpeg,3,23848medium,jpeg,500,375,187500,803d3fc034a7de6c,1.3333333333333333,conditionally_edible,Fomitopsis pinicola
Classes/conditionally_edible/Vulpicida pinastri/33173medium.jpg,3,33173medium,jpg,500,476,238000,803e2f8e97f256c4,1.050420168067227,conditionally_edible,Vulpicida pinastri
Classes/conditionally_edible/Trichaptum biforme/30904medium.jpeg,3,30904medium,jpeg,375,500,187500,803e650a9ebd795c,0.75,conditionally_edible,Trichaptum biforme
Classes/edible/Lactarius deliciosus/14075medium.jpeg,3,14075medium,jpeg,375,500,187500,803e7aa1f1cfca68,0.75,edible,Lactarius deliciosus
Classes/edible/Flammulina_velutipes/Flammulina_velutipes40.png,3,Flammulina_velutipes40,png,231,218,50358,803f097ec2f68b5a,1.0596330275229358,edible,Flammulina_velutipes
Classes/conditionally_edible/Trametes hirsuta/28840medium.jpeg,3,28840medium,jpeg,500,375,187500,803f2e45e977c5c1,1.3333333333333333,conditionally_edible,Trametes hirsuta
Classes/edible/Laetiporus_sulphureus/Laetiporus_sulphureus18.png,3,Laetiporus_sulphureus18,png,175,288,50400,803f3bf025d276c3,0.6076388888888888,edible,Laetiporus_sulphureus
Classes/conditionally_edible/Mushrooms/Boletus/0536_ZlDKe19OvHQ.jpg,4,0536_ZlDKe19OvHQ,jpg,800,532,425600,803f60e79e3c9999,1.5037593984962403,conditionally_edible,Boletus
Classes/poisonous/Xanthoria parietina/39560medium.jpg,3,39560medium,jpg,375,500,187500,803f672082e5f5f6,0.75,poisonous,Xanthoria parietina
Classes/conditionally_edible/Fomitopsis pinicola/20676medium.jpeg,3,20676medium,jpeg,500,409,204500,803f6aca2be835e5,1.2224938875305624,conditionally_edible,Fomitopsis pinicola
Classes/conditionally_edible/Rhytisma acerinum/25749medium.jpg,3,25749medium,jpg,375,500,187500,803f7ce24ae4acb6,0.75,conditionally_edible,Rhytisma acerinum
Classes/conditionally_edible/Mushrooms/Boletus/1036_4kWl9z7sQIY.jpg,4,1036_4kWl9z7sQIY,jpg,800,600,480000,803fbce0caaadd2a,1.3333333333333333,conditionally_edible,Boletus
Classes/conditionally_edible/Evernia prunastri/11479medium.jpg,3,11479medium,jpg,281,500,140500,803fd96716a1d29d,0.562,conditionally_edible,Evernia prunastri
Classes/edible/Suillus_tomentosus/Suillus_tomentosus5.png,3,Suillus_tomentosus5,png,100,100,10000,804097d3cee97727,1.0,edible,Suillus_tomentosus
Classes/conditionally_edible/Ganoderma applanatum/24796medium.jpg,3,24796medium,jpg,375,500,187500,80413f939c8f679d,0.75,conditionally_edible,Ganoderma applanatum
Classes/conditionally_edible/Graphis scripta/10522medium.jpeg,3,10522medium,jpeg,500,333,166500,80415f577c2b68af,1.5015015015015014,conditionally_edible,Graphis scripta
Classes/conditionally_edible/Ganoderma applanatum/24219medium.jpeg,3,24219medium,jpeg,500,333,166500,8041f67699d374dc,1.5015015015015014,conditionally_edible,Ganoderma applanatum
Classes/poisonous/Bjerkandera adusta/1448medium.jpeg,3,1448medium,jpeg,375,500,187500,8043779b7f986417,0.75,poisonous,Bjerkandera adusta
Classes/poisonous/Xanthoria parietina/41742medium.jpeg,3,41742medium,jpeg,375,500,187500,804396f92b539d9e,0.75,poisonous,Xanthoria parietina
Classes/conditionally_edible/Graphis scripta/10533medium.jpeg,3,10533medium,jpeg,500,333,166500,8044476cd95b9d9f,1.5015015015015014,conditionally_edible,Graphis scripta
Classes/edible/Kuehneromyces mutabilis/13893medium.jpeg,3,13893medium,jpeg,500,333,166500,804717f8316dcde9,1.5015015015015014,edible,Kuehneromyces mutabilis
Classes/edible/Merulius tremellosus/18404medium.jpg,3,18404medium,jpg,500,375,187500,80475de3249e6773,1.3333333333333333,edible,Merulius tremellosus
Classes/conditionally_edible/Evernia prunastri/11502medium.jpeg,3,11502medium,jpeg,500,375,187500,8047d98d735b5a2d,1.3333333333333333,conditionally_edible,Evernia prunastri
Classes/conditionally_edible/Parmelia sulcata/35760medium.jpg,3,35760medium,jpg,500,273,136500,80487f75d8d24bd3,1.8315018315018312,conditionally_edible,Parmelia sulcata
Classes/conditionally_edible/Hypogymnia physodes/27377medium.jpg,3,27377medium,jpg,375,500,187500,8049677c0c6f3737,0.75,conditionally_edible,Hypogymnia physodes
Classes/conditionally_edible/Parmelia sulcata/34651medium.jpg,3,34651medium,jpg,500,334,167000,804a3bb436f173f4,1.497005988023952,conditionally_edible,Parmelia sulcata
Classes/conditionally_edible/Trametes ochracea/29052medium.jpeg,3,29052medium,jpeg,500,333,166500,804a7e363369b9d6,1.5015015015015014,conditionally_edible,Trametes ochracea
Classes/poisonous/Xanthoria parietina/43028medium.jpg,3,43028medium,jpg,500,334,167000,804e6bb53d1a5e59,1.497005988023952,poisonous,Xanthoria parietina
Classes/poisonous/Lepiota_cristata/Lepiota_cristata30.png,3,Lepiota_cristata30,png,265,190,50350,804eef2bb130b64f,1.394736842105263,poisonous,Lepiota_cristata
Classes/conditionally_edible/Evernia prunastri/11606medium.jpg,3,11606medium,jpg,375,500,187500,804f5ba570e66b4e,0.75,conditionally_edible,Evernia prunastri
Classes/conditionally_edible/Hypogymnia physodes/27922medium.jpg,3,27922medium,jpg,375,500,187500,804f6d3047da68ef,0.75,conditionally_edible,Hypogymnia physodes
Classes/conditionally_edible/Cantharellus cibarius/3765medium.jpg,3,3765medium,jpg,375,500,187500,804f7c70879f9c93,0.75,conditionally_edible,Cantharellus cibarius
Classes/poisonous/Cortinarius_bolaris/Cortinarius_bolaris23.png,3,Cortinarius_bolaris23,png,280,180,50400,8051ab6a9f2c76ea,1.5555555555555556,poisonous,Cortinarius_bolaris
Classes/edible/Hericium coralloides/11856medium.jpeg,3,11856medium,jpeg,375,500,187500,80523fade4d5d2a6,0.75,edible,Hericium coralloides
Classes/conditionally_edible/Cladonia stellaris/5926medium.jpg,3,5926medium,jpg,375,500,187500,80526f3cbc5f63c8,0.75,conditionally_edible,Cladonia stellaris
Classes/conditionally_edible/Evernia mesomorpha/9038medium.jpeg,3,9038medium,jpeg,500,333,166500,8052fbf2c550fe45,1.5015015015015014,conditionally_edible,Evernia mesomorpha
Classes/poisonous/Gyromitra infula/11367medium.jpg,3,11367medium,jpg,500,375,187500,80539bb69dcd7289,1.3333333333333333,poisonous,Gyromitra infula
Classes/poisonous/Xanthoria parietina/40239medium.jpg,3,40239medium,jpg,375,500,187500,805437a559976b97,0.75,poisonous,Xanthoria parietina
Classes/poisonous/Amanita muscaria/312medium.jpg,3,312medium,jpg,375,500,187500,80547f617e783e38,0.75,poisonous,Amanita muscaria
Classes/poisonous/Xanthoria parietina/39014medium.jpeg,3,39014medium,jpeg,375,500,187500,805611ef3de5ac56,0.75,poisonous,Xanthoria parietina
Classes/poisonous/Clitocybe_cerussata/Clitocybe_cerussata17.png,3,Clitocybe_cerussata17,png,275,183,50325,805613a16b7b4cfe,1.5027322404371584,poisonous,Clitocybe_cerussata
Classes/conditionally_edible/Trichaptum biforme/30992medium.jpeg,3,30992medium,jpeg,375,500,187500,805633ebcbd529a5,0.75,conditionally_edible,Trichaptum biforme
Classes/conditionally_edible/Laetiporus sulphureus/31551medium.jpg,3,31551medium,jpg,375,500,187500,80563f9dc24be5b2,0.75,conditionally_edible,Laetiporus sulphureus
Classes/conditionally_edible/Tricholomopsis rutilans/31240medium.jpg,3,31240medium,jpg,375,500,187500,80571fab709c47a7,0.75,conditionally_edible,Tricholomopsis rutilans
Classes/conditionally_edible/Suillus luteus/28505medium.jpeg,3,28505medium,jpeg,500,281,140500,8058842ede73ceaf,1.7793594306049825,conditionally_edible,Suillus luteus
Classes/edible/Schizophyllum commune/37910medium.jpg,3,37910medium,jpg,500,375,187500,80599ce56637f117,1.3333333333333333,edible,Schizophyllum commune
Classes/conditionally_edible/Leccinum scabrum/33117medium.jpg,3,33117medium,jpg,375,500,187500,805a3db57a9f9348,0.75,conditionally_edible,Leccinum scabrum
Classes/poisonous/Amanita muscaria/992medium.jpeg,3,992medium,jpeg,375,500,187500,805b3bf1919f186e,0.75,poisonous,Amanita muscaria
Classes/conditionally_edible/Fomes fomentarius/12099medium.jpeg,3,12099medium,jpeg,500,413,206500,805b3fe166866ed4,1.2106537530266344,conditionally_edible,Fomes fomentarius
Classes/conditionally_edible/Mushrooms/Lactarius/0397_aU7182uV0z8.jpg,4,0397_aU7182uV0z8,jpg,800,525,420000,805d05f807a4bff9,1.5238095238095235,conditionally_edible,Lactarius
Classes/conditionally_edible/Verpa bohemica/32354medium.jpg,3,32354medium,jpg,333,500,166500,805d26551d7ae5e5,0.666,conditionally_edible,Verpa bohemica
Classes/conditionally_edible/Evernia mesomorpha/9613medium.jpg,3,9613medium,jpg,375,500,187500,805e2d38e09ff31d,0.75,conditionally_edible,Evernia mesomorpha
Classes/poisonous/Amanita muscaria/1567medium.jpeg,3,1567medium,jpeg,500,375,187500,805e2f1e26575bb4,1.3333333333333333,poisonous,Amanita muscaria
Classes/poisonous/Xanthoria parietina/38392medium.jpg,3,38392medium,jpg,375,500,187500,805e5b0e2f0f6765,0.75,poisonous,Xanthoria parietina
Classes/conditionally_edible/Vulpicida pinastri/33114medium.jpg,3,33114medium,jpg,225,500,112500,805e6fcf45d09b64,0.45,conditionally_edible,Vulpicida pinastri
Classes/conditionally_edible/Mushrooms/Hygrocybe/309_pUglnjwTEFo.jpg,4,309_pUglnjwTEFo,jpg,800,522,417600,805f0b397d742e74,1.5325670498084292,conditionally_edible,Hygrocybe
Classes/poisonous/Xanthoria parietina/42365medium.jpeg,3,42365medium,jpeg,375,500,187500,805f1e7d389619cb,0.75,poisonous,Xanthoria parietina
Classes/conditionally_edible/Evernia mesomorpha/9415medium.jpg,3,9415medium,jpg,500,500,250000,805f3b78b265359a,1.0,conditionally_edible,Evernia mesomorpha
Classes/edible/Pleurotus pulmonarius/24529medium.jpg,3,24529medium,jpg,375,500,187500,805f3b80277fd863,0.75,edible,Pleurotus pulmonarius
Classes/conditionally_edible/Nectria cinnabarina/19155medium.jpg,3,19155medium,jpg,500,333,166500,805f7c6964a2a6f3,1.5015015015015014,conditionally_edible,Nectria cinnabarina
Classes/conditionally_edible/Laetiporus sulphureus/31447medium.jpg,3,31447medium,jpg,375,500,187500,805f7eb0ba42d5aa,0.75,conditionally_edible,Laetiporus sulphureus
Classes/conditionally_edible/Parmelia sulcata/36931medium.jpeg,3,36931medium,jpeg,467,500,233500,80603abe3f9ead32,0.934,conditionally_edible,Parmelia sulcata
Classes/conditionally_edible/Cantharellus cibarius/3723medium.jpeg,3,3723medium,jpeg,500,500,250000,80623b2f571bc91f,1.0,conditionally_edible,Cantharellus cibarius
Classes/conditionally_edible/Boletus reticulatus/2149medium.jpg,3,2149medium,jpg,500,334,167000,80631a3db596e25f,1.497005988023952,conditionally_edible,Boletus reticulatus
Classes/conditionally_edible/Ganoderma applanatum/24749medium.jpg,3,24749medium,jpg,375,500,187500,80636ccf27c78e33,0.75,conditionally_edible,Ganoderma applanatum
Classes/conditionally_edible/Rhytisma acerinum/25863medium.jpg,3,25863medium,jpg,500,500,250000,80643d6779ab8baa,1.0,conditionally_edible,Rhytisma acerinum
Classes/conditionally_edible/Cetraria islandica/4341medium.jpeg,3,4341medium,jpeg,500,281,140500,8064572cded91d97,1.7793594306049825,conditionally_edible,Cetraria islandica
Classes/conditionally_edible/Ganoderma applanatum/24421medium.jpeg,3,24421medium,jpeg,375,500,187500,8065678b392ff2b4,0.75,conditionally_edible,Ganoderma applanatum
Classes/edible/Aleuria_aurantia/Aleuria_aurantia13.png,3,Aleuria_aurantia13,png,264,191,50424,80663d3b5e4968f5,1.382198952879581,edible,Aleuria_aurantia
Classes/conditionally_edible/Ganoderma applanatum/24706medium.jpeg,3,24706medium,jpeg,500,333,166500,80672c9f27575f60,1.5015015015015014,conditionally_edible,Ganoderma applanatum
Classes/poisonous/Xanthoria parietina/39933medium.jpg,3,39933medium,jpg,375,500,187500,80672dc49f2cc5b7,0.75,poisonous,Xanthoria parietina
Classes/poisonous/Xanthoria parietina/43852medium.jpeg,3,43852medium,jpeg,375,500,187500,8067d36be55728d4,0.75,poisonous,Xanthoria parietina
Classes/conditionally_edible/Laetiporus sulphureus/29603medium.jpeg,3,29603medium,jpeg,375,500,187500,80686b94d23fe5f2,0.75,conditionally_edible,Laetiporus sulphureus
Classes/edible/Cerioporus squamosus/9060medium.jpg,3,9060medium,jpg,281,500,140500,80692e9ad63cb6cd,0.562,edible,Cerioporus squamosus
Classes/conditionally_edible/Laetiporus sulphureus/29846medium.jpeg,3,29846medium,jpeg,281,500,140500,806a61f8c9e733b9,0.562,conditionally_edible,Laetiporus sulphureus
Classes/conditionally_edible/Parmelia sulcata/35627medium.jpeg,3,35627medium,jpeg,500,491,245500,806aab2f943ed23d,1.0183299389002036,conditionally_edible,Parmelia sulcata
Classes/conditionally_edible/Tremella mesenterica/30149medium.jpg,3,30149medium,jpg,500,333,166500,806b4a1e79479767,1.5015015015015014,conditionally_edible,Tremella mesenterica
Classes/conditionally_edible/Rhytisma acerinum/25840medium.jpeg,3,25840medium,jpeg,375,500,187500,806c2a741bbb67e3,0.75,conditionally_edible,Rhytisma acerinum
Classes/poisonous/Xanthoria parietina/41326medium.jpg,3,41326medium,jpg,411,500,205500,806c61a63ad3bf69,0.822,poisonous,Xanthoria parietina
Classes/edible/Lactarius_deterrimus/Lactarius_deterrimus9.png,3,Lactarius_deterrimus9,png,100,100,10000,806f1fa47ad5609e,1.0,edible,Lactarius_deterrimus
Classes/conditionally_edible/Mushrooms/Russula/372_U4Fw0b3r5uE.jpg,4,372_U4Fw0b3r5uE,jpg,800,536,428800,806f33c34f5f2d0a,1.492537313432836,conditionally_edible,Russula
Classes/conditionally_edible/Macrolepiota procera/17922medium.jpeg,3,17922medium,jpeg,500,375,187500,806f357692e1257d,1.3333333333333333,conditionally_edible,Macrolepiota procera
Classes/conditionally_edible/Rhytisma acerinum/25361medium.jpeg,3,25361medium,jpeg,500,375,187500,806f38c338cf18ef,1.3333333333333333,conditionally_edible,Rhytisma acerinum
Classes/edible/Hericium coralloides/12180medium.jpg,3,12180medium,jpg,500,333,166500,806f3cd0e19dc63e,1.5015015015015014,edible,Hericium coralloides
Classes/conditionally_edible/Suillus/220_SZ_paA4KFk8.jpg,3,220_SZ_paA4KFk8,jpg,800,503,402400,806f75b59790929e,1.5904572564612327,conditionally_edible,Suillus
Classes/edible/poplar_bell/0.png,3,0,png,512,512,262144,807033e7ef9e0d89,1.0,edible,poplar_bell
Classes/conditionally_edible/Laetiporus sulphureus/30801medium.jpeg,3,30801medium,jpeg,375,500,187500,80721e2b3dd3a4cf,0.75,conditionally_edible,Laetiporus sulphureus
Classes/poisonous/Clitocybe_fragrans/Clitocybe_fragrans4.png,3,Clitocybe_fragrans4,png,100,100,10000,8072772d8f1ef0d4,1.0,poisonous,Clitocybe_fragrans
