file_path,class
conditionally_edible/Mushrooms/Lactarius/0765_ii5MVZ2Vu_Q.jpg,conditionally_edible
conditionally_edible/Clitocybe nebularis/6279medium.jpg,conditionally_edible
conditionally_edible/Mushrooms/Lactarius/172_AtgfiwOgTAk.jpg,conditionally_edible
conditionally_edible/Armillaria borealis/1166medium.jpeg,conditionally_edible
conditionally_edible/Fomes fomentarius/13390medium.jpeg,conditionally_edible
conditionally_edible/Calocera viscosa/2167medium.jpeg,conditionally_edible
conditionally_edible/Laetiporus sulphureus/30807medium.jpeg,conditionally_edible
conditionally_edible/Phellinus tremulae/21984medium.jpeg,conditionally_edible
conditionally_edible/Evernia prunastri/11947medium.jpeg,conditionally_edible
conditionally_edible/Amanita_muscaria/Amanita_muscaria20.png,conditionally_edible
conditionally_edible/Mushrooms/Amanita/503_g3tPkDU2N-Q.jpg,conditionally_edible
conditionally_edible/Clitocybe nebularis/6134medium.jpeg,conditionally_edible
conditionally_edible/Parmelia sulcata/36926medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/23266medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Entoloma/065_M4FmAzO3cOE.jpg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/21377medium.jpg,conditionally_edible
conditionally_edible/Laetiporus sulphureus/29494medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/23644medium.jpeg,conditionally_edible
conditionally_edible/Cantharellus cibarius/3799medium.jpeg,conditionally_edible
conditionally_edible/Physcia adscendens/23216medium.jpeg,conditionally_edible
conditionally_edible/Laetiporus sulphureus/30327medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Amanita/541_M8-MMaR1pVs.jpg,conditionally_edible
conditionally_edible/Laetiporus sulphureus/30656medium.jpeg,conditionally_edible
conditionally_edible/Phaeophyscia orbicularis/20866medium.jpeg,conditionally_edible
conditionally_edible/Tricholomopsis rutilans/31127medium.jpeg,conditionally_edible
conditionally_edible/Laetiporus sulphureus/30127medium.jpeg,conditionally_edible
conditionally_edible/Pholiota aurivella/22635medium.jpeg,conditionally_edible
conditionally_edible/Boletus edulis/6684medium.jpeg,conditionally_edible
conditionally_edible/Leccinum scabrum/32114medium.jpeg,conditionally_edible
conditionally_edible/Boletus edulis/7439medium.jpeg,conditionally_edible
conditionally_edible/Sarcosoma globosum/26725medium.jpeg,conditionally_edible
conditionally_edible/Pholiota aurivella/22494medium.jpeg,conditionally_edible
conditionally_edible/Hypogymnia physodes/26868medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis betulina/18682medium.jpeg,conditionally_edible
conditionally_edible/Fomes fomentarius/16152medium.jpg,conditionally_edible
conditionally_edible/Cortinarius/406_1eAaDh3eJNA.jpg,conditionally_edible
conditionally_edible/Vulpicida pinastri/32670medium.jpeg,conditionally_edible
conditionally_edible/Parmelia sulcata/34892medium.jpeg,conditionally_edible
conditionally_edible/Tremella mesenterica/29892medium.jpeg,conditionally_edible
conditionally_edible/Fomes fomentarius/16235medium.jpeg,conditionally_edible
conditionally_edible/Cortinarius/089_pSC0tp3Vin8.jpg,conditionally_edible
conditionally_edible/Suillus/115_SzCJgMPqi1U.jpg,conditionally_edible
conditionally_edible/Chlorociboria aeruginascens/4764medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/21150medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Hygrocybe/229_jfQRnO_SbVQ.jpg,conditionally_edible
conditionally_edible/Inonotus obliquus/29004medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/22862medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Lactarius/039_OXvVwywUkUo.jpg,conditionally_edible
conditionally_edible/Peltigera aphthosa/20495medium.jpeg,conditionally_edible
conditionally_edible/Inonotus obliquus/29330medium.jpeg,conditionally_edible
conditionally_edible/Lactarius turpis/14704medium.jpg,conditionally_edible
conditionally_edible/Armillaria borealis/1227medium.jpg,conditionally_edible
conditionally_edible/Suillus granulatus/27802medium.jpeg,conditionally_edible
conditionally_edible/Trametes versicolor/29622medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/23439medium.jpg,conditionally_edible
conditionally_edible/Fomes fomentarius/13861medium.jpg,conditionally_edible
conditionally_edible/Phlebia radiata/22206medium.jpg,conditionally_edible
conditionally_edible/Verpa_bohemica/Verpa_bohemica18.png,conditionally_edible
conditionally_edible/Cantharellus cibarius/3711medium.jpeg,conditionally_edible
conditionally_edible/Cetraria islandica/4161medium.jpg,conditionally_edible
conditionally_edible/Hygrophoropsis aurantiaca/12373medium.jpeg,conditionally_edible
conditionally_edible/Parmelia sulcata/35115medium.jpg,conditionally_edible
conditionally_edible/Fomes fomentarius/15871medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/20417medium.jpg,conditionally_edible
conditionally_edible/Clitocybe nebularis/6322medium.jpg,conditionally_edible
conditionally_edible/Fomes fomentarius/15940medium.jpg,conditionally_edible
conditionally_edible/Phellinus tremulae/21989medium.jpg,conditionally_edible
conditionally_edible/Laetiporus sulphureus/30888medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/20128medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Lactarius/1010_KC1IAH4-S08.jpg,conditionally_edible
conditionally_edible/Verpa bohemica/32006medium.jpg,conditionally_edible
conditionally_edible/Leccinum aurantiacum/15454medium.jpg,conditionally_edible
conditionally_edible/Cetraria islandica/4326medium.jpg,conditionally_edible
conditionally_edible/Urnula craterium/31509medium.jpg,conditionally_edible
conditionally_edible/Leccinum scabrum/33053medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis betulina/17657medium.jpeg,conditionally_edible
conditionally_edible/Tremella mesenterica/30029medium.jpg,conditionally_edible
conditionally_edible/Mushrooms/Russula/154_2azFo73uucg.jpg,conditionally_edible
conditionally_edible/Suillus granulatus/27718medium.jpeg,conditionally_edible
conditionally_edible/Hypogymnia physodes/27651medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/23329medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/22040medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/22792medium.jpeg,conditionally_edible
conditionally_edible/Leccinum scabrum/32155medium.jpeg,conditionally_edible
conditionally_edible/Fomes fomentarius/14554medium.jpeg,conditionally_edible
conditionally_edible/Parmelia sulcata/35348medium.jpeg,conditionally_edible
conditionally_edible/Phellinus tremulae/21891medium.jpeg,conditionally_edible
conditionally_edible/Pseudevernia furfuracea/24836medium.jpeg,conditionally_edible
conditionally_edible/Leccinum scabrum/32790medium.jpg,conditionally_edible
conditionally_edible/geranium_brittlegill/6.png,conditionally_edible
conditionally_edible/Fomitopsis betulina/18154medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis betulina/18245medium.jpeg,conditionally_edible
conditionally_edible/Ganoderma applanatum/24294medium.jpg,conditionally_edible
conditionally_edible/Leccinum albostipitatum/15061medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis betulina/18129medium.jpg,conditionally_edible
conditionally_edible/Fomes fomentarius/15783medium.jpg,conditionally_edible
conditionally_edible/Mushrooms/Boletus/0589_bVJdrbCRa8s.jpg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/20808medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Amanita/128_m_r16iUGQU8.jpg,conditionally_edible
conditionally_edible/Hypogymnia physodes/27529medium.jpeg,conditionally_edible
conditionally_edible/Phellinus tremulae/22064medium.jpg,conditionally_edible
conditionally_edible/Artomyces pyxidatus/6141medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/22672medium.jpeg,conditionally_edible
conditionally_edible/Lepista nuda/16442medium.jpeg,conditionally_edible
conditionally_edible/Lobaria pulmonaria/16758medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/22149medium.jpg,conditionally_edible
conditionally_edible/Tremella mesenterica/29918medium.jpg,conditionally_edible
conditionally_edible/Cantharellus cibarius/3666medium.jpg,conditionally_edible
conditionally_edible/Laetiporus sulphureus/31455medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/23070medium.jpeg,conditionally_edible
conditionally_edible/Cetraria islandica/4160medium.jpg,conditionally_edible
conditionally_edible/Physcia adscendens/23378medium.jpg,conditionally_edible
conditionally_edible/Boletus edulis/6248medium.jpeg,conditionally_edible
conditionally_edible/Fomes fomentarius/16733medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/18968medium.jpeg,conditionally_edible
conditionally_edible/Evernia prunastri/10797medium.jpg,conditionally_edible
conditionally_edible/Evernia mesomorpha/9393medium.jpg,conditionally_edible
conditionally_edible/Pholiota aurivella/22739medium.jpg,conditionally_edible
conditionally_edible/Pholiota squarrosa/22846medium.jpg,conditionally_edible
conditionally_edible/Tricholomopsis rutilans/31113medium.jpeg,conditionally_edible
conditionally_edible/ruby_bolete/2.png,conditionally_edible
conditionally_edible/Leccinum scabrum/32073medium.jpg,conditionally_edible
conditionally_edible/Mushrooms/Russula/561_CmfM6Gg9lQ4.jpg,conditionally_edible
conditionally_edible/vermillion_waxcap/11.png,conditionally_edible
conditionally_edible/Lycoperdon perlatum/34131medium.jpeg,conditionally_edible
conditionally_edible/freckled_dapperling/2.png,conditionally_edible
conditionally_edible/Mushrooms/Boletus/0265_roqgqDagD10.jpg,conditionally_edible
conditionally_edible/Trichaptum biforme/30960medium.jpeg,conditionally_edible
conditionally_edible/Boletus edulis/6648medium.jpg,conditionally_edible
conditionally_edible/Urnula craterium/31365medium.jpeg,conditionally_edible
conditionally_edible/Lobaria pulmonaria/16779medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/18919medium.jpeg,conditionally_edible
conditionally_edible/Hypogymnia physodes/27372medium.jpg,conditionally_edible
conditionally_edible/woolly_milkcap/5.png,conditionally_edible
conditionally_edible/Cantharellus cibarius/3693medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/23671medium.jpg,conditionally_edible
conditionally_edible/Mushrooms/Boletus/0194_GD0nHdO4ZVc.jpg,conditionally_edible
conditionally_edible/Fomes fomentarius/12071medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Boletus/0606_d8x7o3xcC4g.jpg,conditionally_edible
conditionally_edible/Evernia prunastri/10604medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Russula/424_JmTnJqOe5fU.jpg,conditionally_edible
conditionally_edible/Cortinarius/524_OwQnZcw_Kuo.jpg,conditionally_edible
conditionally_edible/Fomes fomentarius/16752medium.jpeg,conditionally_edible
conditionally_edible/Inonotus obliquus/28681medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/21792medium.jpeg,conditionally_edible
conditionally_edible/Lobaria pulmonaria/17004medium.jpeg,conditionally_edible
conditionally_edible/Leccinum versipelle/16237medium.jpg,conditionally_edible
conditionally_edible/Sarcomyxa serotina/26172medium.jpeg,conditionally_edible
conditionally_edible/Verpa bohemica/32360medium.jpeg,conditionally_edible
conditionally_edible/Peltigera praetextata/20550medium.jpg,conditionally_edible
conditionally_edible/Fomes fomentarius/14517medium.jpeg,conditionally_edible
conditionally_edible/Cortinarius/904_3KAUIoyratU.jpg,conditionally_edible
conditionally_edible/Graphis scripta/10526medium.jpeg,conditionally_edible
conditionally_edible/Phaeophyscia orbicularis/20987medium.jpg,conditionally_edible
conditionally_edible/Parmelia sulcata/35336medium.jpg,conditionally_edible
conditionally_edible/Hypogymnia physodes/27575medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis betulina/18367medium.jpeg,conditionally_edible
conditionally_edible/Chlorociboria aeruginascens/4470medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Hygrocybe/300_PsGFvvoIFds.jpg,conditionally_edible
conditionally_edible/Coprinellus disseminatus/6820medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/23873medium.jpeg,conditionally_edible
conditionally_edible/Cladonia rangiferina/5466medium.jpeg,conditionally_edible
conditionally_edible/Leccinum scabrum/33354medium.jpeg,conditionally_edible
conditionally_edible/Fomes fomentarius/14029medium.jpeg,conditionally_edible
conditionally_edible/Evernia prunastri/11633medium.jpeg,conditionally_edible
conditionally_edible/Urnula craterium/31440medium.jpg,conditionally_edible
conditionally_edible/Parmelia sulcata/35684medium.jpeg,conditionally_edible
conditionally_edible/Leccinum scabrum/33239medium.jpeg,conditionally_edible
conditionally_edible/Parmelia sulcata/35039medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/23456medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/20399medium.jpg,conditionally_edible
conditionally_edible/Verpa_bohemica/Verpa_bohemica9.png,conditionally_edible
conditionally_edible/Chlorociboria aeruginascens/4672medium.jpeg,conditionally_edible
conditionally_edible/Fomes fomentarius/14984medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Lactarius/241_Wi8_l5QoBqo.jpg,conditionally_edible
conditionally_edible/Nectria cinnabarina/18983medium.jpg,conditionally_edible
conditionally_edible/Mushrooms/Boletus/0629_vlmH59caIwg.jpg,conditionally_edible
conditionally_edible/Fomes fomentarius/14290medium.jpeg,conditionally_edible
conditionally_edible/Lepista nuda/16372medium.jpeg,conditionally_edible
conditionally_edible/Trichaptum biforme/30561medium.jpeg,conditionally_edible
conditionally_edible/Lobaria pulmonaria/16899medium.jpeg,conditionally_edible
conditionally_edible/Peltigera aphthosa/20345medium.jpeg,conditionally_edible
conditionally_edible/Fomes fomentarius/15352medium.jpg,conditionally_edible
conditionally_edible/Hypogymnia physodes/26914medium.jpeg,conditionally_edible
conditionally_edible/Leccinum albostipitatum/15332medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Hygrocybe/258_8mjNnn8FMWo.jpg,conditionally_edible
conditionally_edible/Phellinus tremulae/22075medium.jpg,conditionally_edible
conditionally_edible/Vulpicida pinastri/33137medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Lactarius/0951_MVfEXM_yAno.jpg,conditionally_edible
conditionally_edible/Parmelia sulcata/35154medium.jpg,conditionally_edible
conditionally_edible/Mushrooms/Russula/144_6wZHgA9-Tzo.jpg,conditionally_edible
conditionally_edible/Evernia mesomorpha/9130medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/22635medium.jpg,conditionally_edible
conditionally_edible/Parmelia sulcata/36874medium.jpeg,conditionally_edible
conditionally_edible/Phellinus igniarius/21760medium.jpg,conditionally_edible
conditionally_edible/Chlorociboria aeruginascens/4580medium.jpg,conditionally_edible
conditionally_edible/Cortinarius/601_7fASYc14WTQ.jpg,conditionally_edible
conditionally_edible/Laetiporus sulphureus/31645medium.jpeg,conditionally_edible
conditionally_edible/Tremella mesenterica/29987medium.jpg,conditionally_edible
conditionally_edible/Mushrooms/Amanita/573_MPuvwrVAPXA.jpg,conditionally_edible
conditionally_edible/Laetiporus sulphureus/31235medium.jpg,conditionally_edible
conditionally_edible/Lobaria pulmonaria/17218medium.jpg,conditionally_edible
conditionally_edible/Parmelia sulcata/34792medium.jpg,conditionally_edible
conditionally_edible/Hygrophoropsis aurantiaca/12434medium.jpeg,conditionally_edible
conditionally_edible/Parmelia sulcata/36366medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/23596medium.jpeg,conditionally_edible
conditionally_edible/Hypogymnia physodes/26374medium.jpeg,conditionally_edible
conditionally_edible/Tremella mesenterica/30442medium.jpeg,conditionally_edible
conditionally_edible/Mushrooms/Lactarius/0239_gJd-gjFZuFg.jpg,conditionally_edible
conditionally_edible/Fomes fomentarius/12063medium.jpg,conditionally_edible
conditionally_edible/Cortinarius/463_xtAR_myu16E.jpg,conditionally_edible
conditionally_edible/Evernia mesomorpha/9217medium.jpeg,conditionally_edible
conditionally_edible/Leccinum albostipitatum/15079medium.jpeg,conditionally_edible
conditionally_edible/Lycoperdon perlatum/34384medium.jpeg,conditionally_edible
conditionally_edible/Fomes fomentarius/16855medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis betulina/17637medium.jpeg,conditionally_edible
conditionally_edible/Laetiporus sulphureus/30679medium.jpeg,conditionally_edible
conditionally_edible/Cladonia stellaris/5718medium.jpg,conditionally_edible
conditionally_edible/Evernia mesomorpha/9433medium.jpeg,conditionally_edible
conditionally_edible/Paxillus involutus/20185medium.jpg,conditionally_edible
conditionally_edible/Cladonia stellaris/5897medium.jpeg,conditionally_edible
conditionally_edible/Leccinum albostipitatum/15264medium.jpg,conditionally_edible
conditionally_edible/Mushrooms/Russula/089_6TkErJOSOIY.jpg,conditionally_edible
conditionally_edible/Inonotus obliquus/28850medium.jpeg,conditionally_edible
conditionally_edible/Chlorociboria aeruginascens/4780medium.jpg,conditionally_edible
conditionally_edible/Cetraria islandica/4185medium.jpeg,conditionally_edible
conditionally_edible/Suillus granulatus/27938medium.jpeg,conditionally_edible
conditionally_edible/Sarcosoma globosum/26807medium.jpg,conditionally_edible
conditionally_edible/Ganoderma applanatum/24246medium.jpg,conditionally_edible
conditionally_edible/Lepista nuda/16546medium.jpeg,conditionally_edible
conditionally_edible/Ganoderma applanatum/24240medium.jpeg,conditionally_edible
conditionally_edible/Hypogymnia physodes/26809medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/23563medium.jpeg,conditionally_edible
conditionally_edible/Lycoperdon perlatum/33845medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/21366medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/20775medium.jpeg,conditionally_edible
conditionally_edible/Lycoperdon perlatum/34460medium.jpeg,conditionally_edible
conditionally_edible/Evernia mesomorpha/9081medium.jpg,conditionally_edible
conditionally_edible/Leccinum scabrum/32043medium.jpeg,conditionally_edible
conditionally_edible/Fomes fomentarius/14714medium.jpeg,conditionally_edible
conditionally_edible/Fomes fomentarius/12739medium.jpeg,conditionally_edible
conditionally_edible/Hygrophoropsis aurantiaca/12261medium.jpeg,conditionally_edible
conditionally_edible/shaggy_scalycap/13.png,conditionally_edible
conditionally_edible/Coprinellus disseminatus/6791medium.jpeg,conditionally_edible
conditionally_edible/Ganoderma applanatum/24756medium.jpeg,conditionally_edible
conditionally_edible/Trametes versicolor/29698medium.jpg,conditionally_edible
conditionally_edible/Fomes fomentarius/14567medium.jpg,conditionally_edible
conditionally_edible/Peltigera aphthosa/20488medium.jpg,conditionally_edible
conditionally_edible/Lobaria pulmonaria/17188medium.jpeg,conditionally_edible
conditionally_edible/Hypogymnia physodes/27792medium.jpg,conditionally_edible
conditionally_edible/Parmelia sulcata/36872medium.jpeg,conditionally_edible
conditionally_edible/Suillus granulatus/27997medium.jpeg,conditionally_edible
conditionally_edible/Laetiporus sulphureus/30116medium.jpeg,conditionally_edible
conditionally_edible/orange_bolete/0.png,conditionally_edible
conditionally_edible/Coprinellus disseminatus/6838medium.jpeg,conditionally_edible
conditionally_edible/Hygrophoropsis aurantiaca/12394medium.jpeg,conditionally_edible
conditionally_edible/Macrolepiota procera/17361medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/22781medium.jpeg,conditionally_edible
conditionally_edible/Evernia prunastri/11854medium.jpeg,conditionally_edible
conditionally_edible/Inonotus obliquus/29167medium.jpg,conditionally_edible
conditionally_edible/Mushrooms/Russula/707_EovSx1GSrAM.jpg,conditionally_edible
conditionally_edible/Leccinum scabrum/32861medium.jpg,conditionally_edible
conditionally_edible/Inonotus obliquus/29252medium.jpg,conditionally_edible
conditionally_edible/Fomes fomentarius/13874medium.jpg,conditionally_edible
conditionally_edible/Mushrooms/Boletus/0843_pIxJDyIiGmw.jpg,conditionally_edible
conditionally_edible/Sarcosoma globosum/26886medium.jpg,conditionally_edible
conditionally_edible/Trametes versicolor/29548medium.jpeg,conditionally_edible
conditionally_edible/Lycoperdon perlatum/34176medium.jpg,conditionally_edible
conditionally_edible/Sarcoscypha austriaca/26403medium.jpeg,conditionally_edible
conditionally_edible/Fomes fomentarius/14337medium.jpg,conditionally_edible
conditionally_edible/Chlorociboria aeruginascens/4741medium.jpeg,conditionally_edible
conditionally_edible/Cladonia fimbriata/5402medium.jpg,conditionally_edible
conditionally_edible/Hypogymnia physodes/27957medium.jpg,conditionally_edible
conditionally_edible/Leccinum scabrum/32109medium.jpeg,conditionally_edible
conditionally_edible/Verpa bohemica/32371medium.jpeg,conditionally_edible
conditionally_edible/Fomitopsis pinicola/23683medium.jpeg,conditionally_edible
conditionally_edible/Trametes hirsuta/28747medium.jpg,conditionally_edible
conditionally_edible/Fomitopsis betulina/18349medium.jpeg,conditionally_edible
